ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,18,A,2,1,2,623,451,648,351,521,554,1,X
2,38,B,2,2,2,640,380,561,487,625,344,6,X
3,60,A,2,2,2,508,456,663,376,614,504,6,X
4,93,B,2,1,2,773,289,519,495,621,364,8,X
5,135,A,1,2,1,855,538,729,298,718,550,5,X
6,150,B,2,2,2,821,356,781,563,743,296,6,X
7,177,A,2,1,2,554,572,742,353,736,545,9,X
8,196,B,1,2,1,563,323,706,558,645,337,4,X
9,209,A,2,2,2,575,528,621,330,614,568,4,X
10,223,B,2,1,1,636,328,631,542,589,330,4,X
11,236,A,2,1,2,506,479,588,325,644,542,6,X
12,256,B,2,1,2,542,307,561,502,607,330,9,X
13,277,A,2,2,1,487,460,595,319,620,540,7,X
14,303,B,2,1,2,477,388,495,514,577,329,6,X
15,329,A,2,2,2,461,442,501,383,579,539,6,X
16,354,B,2,1,2,755,290,493,469,551,365,8,X
17,395,A,1,2,1,471,477,696,305,673,551,7,X
18,420,B,2,1,2,588,425,519,506,689,296,6,A
