ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,39,B,2,1,2,737,295,619,515,715,335,2,X
2,73,A,1,2,1,512,586,705,304,701,536,3,X
3,106,B,1,2,1,753,327,580,598,628,328,5,X
4,124,A,2,1,2,806,451,605,330,543,626,6,X
5,152,B,2,2,2,524,292,755,496,670,339,9,X
6,187,A,2,2,1,445,600,546,298,670,534,3,X
7,225,B,1,2,1,497,324,472,607,581,341,5,X
8,237,A,2,2,2,497,460,556,333,486,613,6,X
9,269,B,2,1,2,741,398,530,492,508,342,6,X
10,295,A,2,1,2,460,598,708,381,623,525,8,X
11,334,B,2,1,1,551,341,482,633,573,347,7,X
12,348,A,2,2,2,627,497,576,344,557,583,6,X
13,368,B,2,2,2,575,433,613,530,588,337,6,A
