ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,35,A,2,2,2,837,655,607,453,727,619,2,X
2,99,B,2,2,1,814,401,803,652,648,431,3,X
3,132,A,1,2,1,826,518,717,417,740,603,7,X
4,166,B,2,2,2,503,402,802,546,696,419,9,X
5,195,A,2,2,1,385,631,541,401,673,574,3,X
6,224,B,1,2,1,473,400,510,612,562,417,3,X
7,255,A,2,2,1,463,541,470,398,575,595,7,X
8,281,B,2,1,2,449,477,535,566,562,422,6,X
9,311,A,2,2,2,389,643,498,472,560,572,8,X
10,345,B,1,2,1,484,398,512,632,583,438,3,X
11,382,A,2,2,1,455,537,505,392,593,591,7,X
12,411,B,2,1,2,463,486,498,564,580,412,6,X
13,444,A,2,2,2,433,656,499,481,538,561,8,X
14,501,B,1,2,1,432,451,436,668,606,448,7,X
15,526,A,2,2,2,440,525,473,435,537,619,6,X
16,556,B,2,1,2,774,402,476,535,546,438,8,X
17,596,A,1,2,1,911,656,674,402,626,583,3,X
18,638,B,2,2,1,801,400,870,659,675,426,3,X
19,670,A,1,2,1,819,519,718,416,772,611,7,X
20,702,B,2,2,2,819,471,790,533,703,421,6,X
21,729,A,2,1,2,642,651,772,487,744,550,8,X
22,785,B,2,2,1,808,433,628,655,628,431,5,X
23,803,A,2,1,2,812,518,690,441,653,629,6,X
24,835,B,2,2,2,807,389,802,540,708,447,8,A
