ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,A,2,1,2,600,446,653,343,552,522,1,X
2,21,B,2,2,2,513,380,581,473,621,331,6,X
3,43,A,2,2,2,781,439,536,368,599,480,6,X
4,67,B,2,2,2,771,389,722,455,609,349,6,X
5,91,A,2,1,2,901,607,720,365,695,480,8,X
6,126,B,2,2,1,786,333,819,614,664,324,7,X
7,150,A,2,1,2,816,451,738,337,753,550,6,X
8,171,B,2,2,2,814,376,779,466,683,336,6,X
9,195,A,2,1,2,901,608,768,364,725,488,8,X
10,230,B,2,2,1,792,344,829,622,667,330,7,X
11,250,A,2,1,2,494,459,755,336,753,585,6,X
12,274,B,2,1,2,775,379,529,476,655,329,6,X
13,300,A,2,1,2,525,580,727,367,630,486,8,X
14,336,B,2,2,1,779,289,587,584,609,316,3,X
15,363,A,2,2,1,790,549,686,301,634,580,5,X
16,376,B,2,2,2,490,341,725,547,738,297,6,X
17,409,A,2,2,2,472,444,532,336,626,513,6,X
18,434,B,2,1,2,828,365,499,467,530,324,6,X
19,461,A,2,1,2,494,646,780,358,605,490,8,B
