ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,A,2,2,2,485,651,654,424,554,605,2,X
2,75,B,2,2,1,501,431,496,660,589,419,5,X
3,95,A,2,2,2,616,541,543,428,542,631,6,X
4,122,B,2,1,2,758,481,629,561,615,427,6,X
5,152,A,2,1,2,794,658,729,465,663,565,8,X
6,205,B,2,2,1,781,456,743,663,645,426,7,X
7,233,A,2,1,2,495,625,744,450,691,613,8,X
8,271,B,1,2,1,588,384,610,624,635,423,3,X
9,318,A,2,2,1,485,626,588,376,631,604,3,X
10,353,B,1,2,1,780,416,531,619,581,404,5,X
11,369,A,2,1,2,875,530,589,413,503,642,6,B
