ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,20,B,2,2,2,770,406,616,578,705,423,2,X
2,79,A,1,2,1,849,584,740,395,706,591,7,X
3,98,B,2,2,2,796,405,770,581,715,410,9,X
4,131,A,1,2,1,783,539,697,411,727,592,7,X
5,166,B,2,2,2,795,405,745,554,652,425,8,X
6,199,A,1,2,1,700,650,659,414,713,589,3,X
7,246,B,2,2,1,799,404,691,649,643,426,3,X
8,276,A,1,2,1,747,652,690,423,730,612,3,X
9,324,B,2,2,1,754,410,741,652,660,425,3,X
10,352,A,1,2,1,505,619,715,422,731,617,3,X
11,379,B,1,2,1,756,406,597,613,671,404,3,X
12,415,A,1,2,1,853,601,686,404,611,602,3,X
13,435,B,2,2,1,818,469,752,599,727,412,7,X
14,462,A,2,1,2,511,625,781,468,753,576,9,X
15,488,B,1,2,1,779,407,614,610,699,444,3,X
16,517,A,1,2,1,858,597,671,422,593,622,5,X
17,535,B,2,2,2,475,461,798,601,698,413,6,X
18,570,A,2,2,2,436,514,498,465,613,584,6,X
19,600,B,2,1,2,440,487,465,522,552,455,6,X
20,629,A,2,2,2,565,613,462,482,521,540,8,X
21,672,B,2,2,1,835,426,572,616,586,440,5,B
