ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,A,2,1,2,575,462,650,352,562,543,1,X
2,36,B,2,2,2,769,369,561,492,642,344,6,X
3,64,A,2,1,2,446,641,740,366,651,517,8,X
4,105,B,1,2,1,525,331,590,600,590,329,5,X
5,116,A,2,2,2,747,503,568,328,538,600,6,X
6,146,B,2,2,2,624,362,693,518,605,323,6,X
7,173,A,2,2,2,441,465,644,358,662,521,6,X
8,202,B,2,1,2,490,395,488,477,607,342,6,X
9,227,A,2,2,2,476,434,508,385,554,487,6,X
10,253,B,2,1,2,673,300,509,455,571,373,8,X
11,318,A,2,2,1,710,563,671,294,701,546,5,A
