ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,30,A,2,2,2,440,654,652,407,518,598,2,X
2,95,B,2,2,1,471,360,454,655,583,397,3,X
3,124,A,2,2,1,848,637,494,364,572,596,3,X
4,161,B,2,2,1,825,389,798,641,621,387,5,X
5,179,A,2,1,2,577,614,773,387,738,610,4,X
6,208,B,2,2,1,449,390,607,606,634,392,5,X
7,223,A,2,2,2,424,511,516,387,588,613,6,X
8,249,B,2,1,2,743,364,472,533,568,393,8,X
9,283,A,1,2,1,891,648,675,378,624,561,3,X
10,322,B,2,2,1,417,432,845,653,655,383,7,X
11,350,A,2,2,2,423,632,461,426,699,622,8,X
12,380,B,2,2,1,476,357,471,619,551,405,3,X
13,417,A,2,2,1,398,628,503,354,592,590,3,X
14,450,B,2,2,1,750,357,521,615,548,379,3,X
15,486,A,1,2,1,867,638,689,373,613,601,3,X
16,523,B,2,2,1,792,356,837,649,693,384,3,X
17,564,A,2,2,1,410,526,741,364,705,596,7,A
