ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,608,451,650,346,551,527,1,X
2,23,B,2,2,2,534,328,574,464,610,336,9,X
3,36,A,2,2,1,501,494,581,328,585,473,4,X
4,48,B,2,1,1,574,353,591,503,566,338,6,X
5,68,A,2,2,2,665,449,601,341,625,516,6,X
6,91,B,2,2,2,607,393,632,472,625,336,6,X
7,115,A,2,2,2,651,436,617,380,630,481,6,X
8,139,B,2,1,2,479,276,670,459,652,351,8,X
9,191,A,2,2,1,512,520,527,270,597,535,4,X
10,207,B,2,1,2,707,383,618,536,548,285,6,X
11,234,A,2,1,2,594,579,715,369,636,510,8,X
12,267,B,2,2,1,753,364,591,587,615,324,7,X
13,291,A,2,1,2,501,468,713,354,605,610,6,X
14,315,B,2,1,2,794,280,543,478,646,333,8,X
15,348,A,2,2,1,880,538,690,292,700,532,5,X
16,363,B,2,2,2,834,380,735,557,728,285,6,X
17,391,A,2,1,2,457,646,793,360,804,540,8,B
