ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,B,2,1,2,758,283,618,491,706,322,2,X
2,45,A,2,2,1,824,542,704,283,713,531,5,X
3,57,B,2,2,2,583,340,750,542,713,289,6,X
4,83,A,2,2,2,488,529,615,333,755,540,9,X
5,99,B,2,1,1,493,282,600,511,592,333,3,X
6,134,A,2,2,1,459,522,505,278,594,532,4,X
7,149,B,2,1,2,522,350,616,527,531,285,6,X
8,172,A,2,2,2,701,446,549,341,575,528,6,X
9,199,B,2,2,2,746,286,687,457,612,341,8,X
10,236,A,2,2,1,521,457,679,292,700,518,7,X
11,261,B,2,1,2,691,282,531,472,687,295,8,X
12,302,A,2,2,1,914,579,676,284,701,529,5,B
