ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,A,2,1,2,619,452,649,350,526,550,1,X
2,28,B,2,2,2,538,376,570,491,622,352,6,X
3,52,A,2,2,2,457,448,572,373,631,537,6,X
4,80,B,2,1,2,775,288,482,499,599,343,8,X
5,120,A,2,1,2,772,466,725,290,666,552,7,X
6,143,B,2,2,2,680,364,730,505,680,323,6,X
7,163,A,2,1,2,540,450,621,368,693,517,6,X
8,187,B,2,1,2,661,387,550,504,622,362,6,X
9,208,A,2,1,1,551,509,610,391,637,505,9,X
10,217,B,2,1,2,592,292,642,520,619,381,4,X
11,250,A,2,2,1,621,452,611,295,658,550,7,X
12,273,B,2,2,1,525,379,595,506,597,314,6,X
13,298,A,2,2,2,438,454,526,367,640,539,6,X
14,327,B,2,1,2,473,388,470,479,583,359,6,X
15,351,A,2,2,2,876,613,505,378,554,509,9,X
16,389,B,2,2,1,765,328,823,629,620,333,4,X
17,406,A,2,1,1,504,513,648,338,798,607,6,X
18,424,B,2,1,2,559,363,616,544,671,335,6,X
19,450,A,2,2,2,467,452,582,365,593,543,6,X
20,475,B,2,1,2,524,316,488,492,586,345,9,X
21,496,A,2,2,1,447,548,577,320,551,526,5,X
22,508,B,2,1,2,496,366,642,549,547,314,6,X
23,533,A,2,2,2,474,451,537,378,593,560,6,X
24,556,B,2,1,2,728,294,496,498,588,352,8,X
25,591,A,1,2,1,697,539,679,297,676,551,5,X
26,604,B,2,2,2,633,356,717,561,705,300,6,X
27,635,A,2,2,2,659,433,650,361,689,568,6,X
28,664,B,2,2,2,521,283,617,462,649,366,8,X
29,714,A,2,2,1,808,488,537,291,635,523,7,X
30,736,B,2,2,2,797,361,723,512,595,294,6,X
31,764,A,2,1,2,434,605,739,357,712,518,8,X
32,798,B,1,2,1,490,326,594,608,604,341,5,X
33,810,A,2,2,2,810,473,536,332,528,620,6,X
34,844,B,2,2,2,828,387,732,506,615,335,6,X
35,874,A,2,1,2,814,619,767,373,725,541,8,X
36,921,B,2,2,1,520,333,793,636,628,326,5,X
37,936,A,2,2,2,493,463,592,327,771,602,6,X
38,965,B,2,1,2,809,373,508,497,616,347,6,X
39,993,A,2,1,2,861,668,734,375,618,527,8,B
