ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,36,B,2,1,2,660,362,622,523,716,328,1,X
2,58,A,2,1,2,463,591,644,354,656,522,8,X
3,91,B,1,2,1,488,327,569,585,604,338,5,X
4,106,A,2,2,2,450,465,533,327,562,607,6,X
5,131,B,2,1,2,612,350,480,507,587,340,6,X
6,154,A,2,1,2,461,570,566,369,583,524,8,X
7,187,B,1,2,1,548,333,545,572,590,340,5,X
8,200,A,2,2,2,811,504,561,331,537,596,6,X
9,222,B,2,2,2,816,359,742,545,638,333,6,X
10,246,A,2,1,2,719,462,747,365,744,525,6,X
11,271,B,2,2,2,498,300,695,485,665,349,9,X
12,301,A,2,2,1,440,538,521,305,638,532,4,X
13,315,B,2,1,2,502,371,648,548,540,321,6,X
14,338,A,2,2,1,450,457,521,375,604,553,6,X
15,363,B,2,1,2,761,291,471,502,585,359,8,X
16,404,A,1,2,1,558,570,702,306,691,552,3,X
17,435,B,1,2,1,540,324,599,572,658,322,5,X
18,447,A,2,2,2,686,462,569,331,593,593,6,X
19,476,B,2,2,1,516,366,667,496,615,340,6,X
20,503,A,2,2,2,439,611,547,373,660,549,8,X
21,542,B,2,1,1,493,316,465,625,599,340,4,X
22,559,A,2,2,2,422,554,526,321,568,573,4,X
23,577,B,2,1,1,490,359,571,565,549,334,6,X
24,601,A,2,2,2,452,547,515,363,581,540,8,X
25,624,B,1,2,1,746,317,541,540,576,335,5,X
26,640,A,2,1,2,582,409,574,326,521,557,6,B
