ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,23,B,2,1,2,551,466,669,562,556,425,1,X
2,46,A,2,1,2,471,502,542,445,622,564,6,X
3,75,B,2,1,2,454,479,515,516,600,443,6,X
4,104,A,2,2,2,724,635,490,461,559,535,8,X
5,150,B,2,2,1,486,453,690,640,615,430,7,X
6,175,A,2,2,2,783,625,516,440,668,614,8,X
7,209,B,2,2,1,796,423,718,629,621,428,4,X
8,226,A,2,1,2,835,532,654,424,710,600,6,X
9,251,B,2,2,2,776,400,771,545,682,422,8,X
10,279,A,2,2,1,591,629,732,408,721,568,3,X
11,317,B,2,2,1,473,426,659,617,658,413,5,X
12,337,A,2,2,2,454,507,521,423,627,617,6,X
13,369,B,2,1,2,728,400,492,522,555,422,8,X
14,395,A,1,2,1,817,621,646,412,579,545,3,X
15,439,B,2,2,1,459,431,800,618,659,408,7,B
