ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,13,B,2,1,2,586,482,662,577,560,437,1,X
2,38,A,2,1,2,755,631,562,462,627,572,8,X
3,68,B,2,2,1,509,428,693,626,623,442,5,X
4,85,A,2,2,2,462,535,586,424,741,633,6,X
5,112,B,2,1,2,484,405,511,555,597,437,8,X
6,150,A,2,2,1,409,636,509,405,602,589,3,X
7,177,B,1,2,1,535,400,534,620,546,418,3,X
8,225,A,2,2,1,828,649,523,399,613,594,3,X
9,261,B,2,2,1,636,467,764,646,611,421,7,X
10,282,A,2,2,2,441,530,671,441,697,619,6,X
11,312,B,2,1,2,473,414,524,552,608,435,8,X
12,334,A,2,2,1,429,533,541,425,572,577,7,X
13,361,B,2,1,2,791,406,456,563,555,437,8,X
14,397,A,1,2,1,549,502,701,414,636,592,5,B
