ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,A,2,1,2,789,444,630,350,724,538,1,X
2,28,B,2,2,2,710,376,745,464,630,350,6,X
3,51,A,2,1,2,579,627,668,367,686,494,8,X
4,86,B,2,2,1,481,326,607,596,606,332,5,X
5,98,A,2,2,2,467,482,561,330,634,637,6,X
6,129,B,2,1,2,749,295,509,501,547,334,8,X
7,171,A,2,1,1,555,453,723,287,711,505,7,X
8,188,B,2,1,1,628,321,663,485,652,304,9,X
9,197,A,2,2,1,632,429,619,315,537,483,6,X
10,218,B,2,2,2,475,349,638,471,614,322,6,X
11,239,A,2,2,2,772,630,523,351,641,484,8,X
12,270,B,2,2,1,503,328,688,582,600,334,5,X
13,290,A,2,2,2,486,333,633,339,763,659,6,B
