ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,B,2,1,2,714,358,615,519,702,341,1,X
2,34,A,2,1,2,795,463,687,362,684,528,6,X
3,64,B,2,2,2,804,387,752,509,646,350,6,X
4,92,A,2,1,2,861,602,747,376,722,517,7,X
5,131,B,2,2,1,504,338,811,634,652,342,5,X
6,151,A,2,2,2,817,559,536,337,735,594,8,X
7,175,B,2,2,1,785,365,647,581,593,324,7,X
8,194,A,2,1,1,678,526,741,366,773,567,9,X
9,206,B,2,1,2,724,353,718,549,713,370,4,X
10,220,A,1,2,1,573,507,655,349,692,534,9,X
11,230,B,2,1,2,623,304,712,554,651,346,8,X
12,264,A,2,2,1,803,554,601,314,671,568,5,X
13,280,B,2,2,2,779,377,677,586,589,320,6,X
14,306,A,2,1,1,818,453,731,376,800,557,6,X
15,331,B,2,2,2,558,332,873,531,705,367,6,X
16,359,A,2,2,1,452,552,614,332,716,502,9,X
17,376,B,2,1,2,500,296,552,565,514,357,8,X
18,413,A,2,2,1,809,522,513,314,610,547,5,X
19,433,B,2,2,2,782,375,648,564,497,299,6,X
20,458,A,2,1,1,462,627,726,364,844,551,9,A
