ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,B,2,2,2,777,361,620,549,747,375,2,X
2,78,A,2,2,1,521,588,765,357,689,585,3,X
3,104,B,1,2,1,762,392,620,585,627,378,5,X
4,119,A,2,1,2,832,516,562,385,579,605,6,X
5,145,B,2,2,2,828,358,763,535,688,405,8,X
6,178,A,1,2,1,842,634,710,373,694,574,3,X
7,213,B,2,2,1,801,390,793,634,674,377,5,X
8,227,A,2,1,2,446,536,617,391,842,641,6,X
9,262,B,2,1,2,573,355,511,551,624,396,8,X
10,304,A,2,2,1,414,606,576,354,597,579,3,X
11,332,B,1,2,1,540,356,580,598,557,370,3,X
12,376,A,2,2,1,868,635,528,359,604,585,3,X
13,410,B,2,2,1,787,429,808,642,628,389,7,X
14,442,A,2,1,2,874,502,734,426,691,586,6,X
15,473,B,2,2,2,707,355,851,517,707,410,8,X
16,524,A,2,2,1,913,641,697,359,684,573,3,X
17,559,B,2,2,1,852,373,860,650,649,387,3,X
18,583,A,1,2,1,864,509,708,380,772,634,7,X
19,611,B,2,2,2,873,454,796,526,758,380,6,X
20,641,A,2,1,2,835,495,805,442,725,545,6,X
21,667,B,2,2,2,535,360,788,502,750,430,9,X
22,706,A,2,2,1,406,508,567,360,657,560,7,X
23,732,B,2,1,2,849,349,430,526,608,382,9,B
