ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,68,B,2,1,2,598,387,658,469,588,372,1,X
2,87,A,2,1,2,790,418,616,387,655,467,6,X
3,113,B,2,2,2,808,395,748,432,643,379,6,X
4,141,A,2,2,2,812,581,758,393,715,444,8,X
5,194,B,2,2,1,728,382,841,603,675,373,7,X
6,218,A,2,2,2,486,427,700,380,716,549,6,X
7,247,B,2,1,2,756,356,527,450,638,374,9,X
8,284,A,2,2,2,970,564,717,363,673,471,3,X
9,323,B,2,2,1,760,359,935,578,681,371,3,X
10,349,A,2,2,1,810,418,743,367,842,555,7,X
11,379,B,2,2,2,824,409,786,445,702,369,6,A
