ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,18,B,2,2,2,729,352,620,551,749,371,2,X
2,81,A,2,2,1,816,601,738,347,676,586,3,X
3,106,B,2,2,1,528,391,786,617,645,382,5,X
4,122,A,2,2,2,519,587,611,392,800,628,4,X
5,144,B,2,2,1,734,394,589,589,554,393,5,X
6,158,A,2,1,2,894,608,552,396,527,599,8,X
7,188,B,2,2,2,840,388,817,614,643,396,4,X
8,204,A,2,1,2,881,546,658,392,773,606,6,X
9,230,B,2,2,2,819,383,819,566,668,392,8,X
10,249,A,1,2,1,870,576,709,386,790,576,5,X
11,263,B,2,2,2,875,352,748,585,699,385,8,A
