ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,B,2,1,2,589,369,655,501,562,322,1,X
2,28,A,2,2,2,745,446,572,359,652,500,6,X
3,50,B,2,2,2,548,281,698,475,607,344,8,X
4,76,A,2,2,1,475,487,592,305,656,527,5,X
5,91,B,2,1,2,579,315,600,513,536,299,4,X
6,107,A,2,2,2,630,448,584,331,571,505,6,X
7,127,B,2,2,2,469,375,610,501,597,330,6,X
8,151,A,2,2,2,387,614,541,378,605,495,8,X
9,183,B,2,1,1,502,334,435,602,571,336,7,X
10,200,A,2,2,2,457,472,543,322,568,560,6,X
11,219,B,2,1,2,501,307,497,499,574,320,9,X
12,235,A,2,2,1,679,500,525,323,540,517,4,X
13,247,B,2,2,2,580,316,651,540,547,320,4,X
14,259,A,2,1,2,533,478,577,329,668,542,4,X
15,278,B,2,1,1,504,381,594,504,588,315,6,X
16,303,A,2,2,2,824,619,495,361,577,499,8,X
17,340,B,2,2,1,765,323,754,633,609,327,4,X
18,357,A,2,1,2,767,448,684,337,732,584,6,X
19,379,B,2,2,1,780,308,720,482,638,330,9,X
20,393,A,2,1,1,874,625,623,322,723,490,8,X
21,427,B,2,2,1,818,306,805,624,627,324,4,X
22,447,A,2,1,2,867,479,759,324,708,584,6,X
23,475,B,2,2,2,801,378,769,494,679,324,6,X
24,502,A,2,1,2,846,593,749,362,712,494,9,X
25,530,B,2,2,2,848,345,776,591,670,341,7,A
