ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,42,A,2,1,2,697,434,629,325,723,516,1,X
2,64,B,2,2,2,649,356,675,448,631,322,6,X
3,88,A,2,1,2,881,578,580,341,638,488,8,X
4,120,B,2,2,1,776,309,811,585,637,316,3,X
5,135,A,2,1,1,716,488,663,316,766,558,5,X
6,147,B,2,2,2,548,344,717,512,674,320,6,X
7,173,A,2,2,2,448,513,579,339,648,504,9,X
8,189,B,2,1,1,489,367,580,508,579,337,6,X
9,207,A,2,2,2,558,419,520,355,506,512,6,X
10,232,B,2,1,2,572,274,593,440,595,343,8,X
11,277,A,2,2,1,525,454,594,267,664,507,7,X
12,298,B,2,1,2,782,365,544,479,599,277,6,X
13,327,A,2,1,2,541,605,740,347,657,489,8,X
14,369,B,2,2,1,559,309,543,606,638,312,5,X
15,388,A,2,2,2,583,435,587,303,591,588,6,X
16,415,B,2,1,1,634,316,588,446,599,303,9,X
17,424,A,2,1,1,556,436,594,308,599,446,6,X
18,440,B,2,1,2,777,370,612,461,594,308,6,X
19,467,A,2,1,2,491,423,744,355,668,486,6,X
20,490,B,2,1,2,750,274,535,439,678,333,8,X
21,528,A,1,2,1,481,594,660,275,677,494,3,X
22,577,B,2,2,1,515,311,512,599,608,308,5,X
23,589,A,2,2,2,753,425,547,309,504,587,6,X
24,621,B,2,2,2,778,385,730,449,633,314,6,X
25,646,A,2,1,2,633,501,750,371,715,454,8,X
26,666,B,2,1,1,680,336,701,493,704,359,5,X
27,677,A,2,1,2,541,416,645,322,673,494,6,X
28,700,B,2,1,2,512,381,566,439,614,301,6,X
29,728,A,2,2,2,463,607,539,365,585,458,8,X
30,778,B,2,2,1,520,317,507,603,586,316,5,X
31,794,A,2,2,2,563,439,563,314,498,606,6,X
32,826,B,2,1,2,517,275,585,460,610,327,8,X
33,862,A,2,2,1,427,563,568,274,645,514,5,A
