ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,4,B,2,1,2,503,383,646,469,583,375,1,X
2,28,A,2,2,2,746,533,552,388,599,460,9,X
3,57,B,1,2,1,565,358,665,535,621,378,3,X
4,97,A,2,2,1,457,500,583,361,588,500,3,X
5,122,B,2,2,1,542,399,544,507,588,371,7,X
6,150,A,2,2,2,907,565,560,393,552,489,3,X
7,181,B,1,2,1,720,362,736,542,632,380,3,X
8,233,A,1,2,1,462,466,683,365,652,511,5,X
9,255,B,2,2,2,608,396,490,489,681,368,6,X
10,282,A,2,2,2,946,559,625,395,583,477,8,X
11,320,B,1,2,1,573,359,764,552,644,377,3,X
12,357,A,2,2,1,217,608,580,363,654,537,3,X
13,396,B,2,2,2,498,392,351,607,610,377,7,X
14,425,A,2,2,2,781,423,528,395,543,505,6,X
15,453,B,2,1,2,542,358,739,447,591,381,9,B
