ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,A,2,2,2,603,668,652,423,562,605,2,X
2,66,B,2,2,1,485,427,548,665,602,419,5,X
3,86,A,2,2,2,485,624,542,427,586,628,8,X
4,121,B,1,2,1,781,385,515,625,573,419,3,X
5,157,A,1,2,1,853,656,682,393,644,597,3,X
6,197,B,2,2,1,522,461,832,665,654,413,7,X
7,224,A,2,2,2,475,511,530,454,695,622,6,X
8,254,B,2,1,2,547,385,498,517,572,443,8,X
9,313,A,2,2,1,435,579,569,380,618,586,5,X
10,327,B,2,1,2,491,465,638,592,536,405,6,X
11,346,A,2,2,1,880,658,508,455,496,582,9,A
