ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,B,2,1,2,680,468,628,561,721,421,1,X
2,17,A,2,2,2,744,497,682,446,639,571,6,X
3,42,B,2,2,2,764,388,724,510,672,439,8,X
4,87,A,2,2,1,461,620,716,391,700,568,3,X
5,121,B,2,2,1,755,427,574,605,654,405,5,X
6,141,A,2,1,2,670,501,684,427,533,619,6,X
7,171,B,2,2,2,741,390,646,521,655,426,8,X
8,214,A,2,2,1,812,622,702,390,680,570,3,X
9,248,B,2,2,1,827,415,799,627,665,410,5,X
10,265,A,2,1,2,837,509,645,420,750,605,6,X
11,292,B,2,2,2,807,394,805,528,669,428,8,X
12,322,A,2,1,1,744,604,790,400,745,564,3,X
13,356,B,2,2,1,805,409,782,597,655,410,5,B
