ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,1,B,2,1,2,680,355,625,498,680,317,1,X
2,21,A,2,2,2,432,590,676,342,620,503,8,X
3,59,B,1,2,1,740,319,504,588,600,319,5,X
4,76,A,2,1,2,834,465,582,308,454,614,6,X
5,108,B,2,2,2,800,367,772,503,688,323,6,X
6,138,A,2,1,2,814,415,759,349,724,496,6,X
7,164,B,2,2,2,553,272,771,444,701,347,9,X
8,199,A,2,2,2,478,533,582,288,672,492,3,X
9,231,B,1,2,1,735,312,513,557,608,303,5,X
10,244,A,2,1,2,818,519,578,305,505,597,6,X
11,274,B,2,2,2,783,297,751,547,659,320,3,X
12,298,A,1,2,1,570,510,684,307,742,543,5,X
13,311,B,2,1,2,513,347,740,550,704,317,6,X
14,343,A,2,2,2,531,445,568,341,548,502,6,X
15,374,B,2,1,2,503,283,484,476,554,320,8,X
16,403,A,2,2,1,358,601,548,296,587,525,5,B
