ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,11,B,2,1,2,609,370,655,517,572,340,1,X
2,31,A,2,1,1,616,514,549,371,677,534,9,X
3,39,B,2,1,2,824,344,690,540,568,372,6,X
4,66,A,2,1,2,794,440,756,345,683,542,6,X
5,90,B,2,2,2,809,394,774,468,679,354,6,X
6,114,A,2,1,2,664,636,740,395,734,488,8,X
7,176,B,2,2,1,539,321,667,645,615,333,5,X
8,190,A,2,2,2,488,452,588,331,670,619,6,X
9,218,B,2,1,2,783,369,510,503,586,349,6,X
10,248,A,2,1,2,825,446,718,376,672,541,6,X
11,276,B,2,2,2,516,291,785,482,688,365,8,X
12,320,A,2,2,1,467,501,535,286,667,541,7,X
13,339,B,2,1,2,513,366,544,520,574,310,6,X
14,362,A,2,2,2,456,543,530,372,598,531,9,X
15,376,B,2,1,2,517,332,588,530,552,361,4,X
16,389,A,2,2,1,621,508,537,335,520,528,4,X
17,402,B,2,1,2,723,372,636,548,549,339,6,X
18,421,A,2,1,2,565,399,726,371,719,539,6,B
