ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,B,2,1,2,677,455,627,563,717,419,1,X
2,39,A,2,1,2,851,613,633,442,647,569,8,X
3,68,B,2,2,1,780,423,775,612,655,426,4,X
4,83,A,2,1,1,832,538,656,424,751,603,6,X
5,104,B,2,2,2,756,405,781,558,666,423,8,X
6,126,A,2,2,1,795,544,720,412,759,571,5,X
7,140,B,2,2,2,515,451,751,580,720,412,6,X
8,166,A,2,2,2,436,504,545,439,676,573,6,X
9,196,B,2,1,2,714,390,487,527,583,434,8,X
10,236,A,2,2,1,887,610,688,390,639,569,3,X
11,266,B,2,2,1,820,399,870,615,687,403,5,B
