ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,B,2,2,2,689,318,602,502,678,304,1,X
2,39,A,2,1,2,714,392,707,313,606,502,6,X
3,65,B,2,1,2,621,340,674,426,702,320,6,X
4,88,A,2,1,2,852,571,626,341,648,453,9,X
5,124,B,1,2,1,775,281,737,569,680,293,5,X
6,139,A,2,2,2,793,420,701,285,760,590,6,X
7,165,B,2,1,2,594,249,754,464,702,276,8,X
8,202,A,1,2,1,759,502,623,256,612,512,5,X
9,216,B,2,1,2,727,316,571,544,611,257,6,X
10,245,A,2,2,2,673,410,664,312,657,496,6,X
11,266,B,2,1,2,690,281,640,440,670,307,9,X
12,281,A,2,2,1,676,361,643,285,652,454,5,B
