ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,35,B,2,1,2,669,458,632,566,713,412,1,X
2,57,A,2,1,2,479,659,616,452,632,566,8,X
3,95,B,1,2,1,647,421,557,641,570,423,5,X
4,112,A,2,1,2,511,540,568,424,565,638,6,X
5,135,B,2,1,2,488,482,562,549,592,428,6,X
6,161,A,2,2,2,466,511,522,462,572,560,6,X
7,184,B,2,1,2,781,378,497,528,546,459,8,X
8,233,A,1,2,1,789,575,678,386,700,593,5,X
9,250,B,2,2,2,688,420,755,597,732,392,4,X
10,269,A,2,1,2,482,641,620,427,658,583,8,X
11,295,B,1,2,1,771,408,570,631,595,421,5,X
12,312,A,2,1,2,791,520,578,415,539,641,6,X
13,341,B,2,2,2,501,378,747,547,752,436,8,X
14,386,A,2,2,1,509,557,531,381,636,573,4,X
15,398,B,2,1,1,484,469,583,563,543,380,6,X
16,423,A,2,2,2,451,642,503,448,566,579,8,X
17,458,B,1,2,1,504,404,508,637,561,410,5,X
18,470,A,2,2,2,501,531,562,409,494,627,6,X
19,493,B,1,2,1,739,404,506,568,552,408,9,B
