ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,A,2,1,2,600,459,646,342,561,542,1,X
2,40,B,2,2,2,689,297,560,485,636,339,8,X
3,80,A,2,2,1,858,504,667,288,669,527,7,X
4,102,B,2,2,2,804,368,806,529,657,294,6,X
5,131,A,2,1,2,505,600,761,364,705,515,8,X
6,166,B,2,1,1,493,302,524,613,623,338,3,X
7,209,A,2,2,1,502,483,514,292,629,532,7,X
8,230,B,2,1,2,769,371,543,508,576,311,6,X
9,256,A,2,1,2,661,446,735,362,645,507,6,X
10,283,B,2,2,2,682,297,625,453,667,366,8,X
11,340,A,2,2,1,505,584,664,291,661,514,3,X
12,375,B,1,2,1,548,304,573,579,622,322,3,X
13,412,A,2,2,1,885,613,567,297,603,554,3,X
14,454,B,2,2,1,790,368,814,621,633,319,7,X
15,484,A,2,1,2,802,438,755,359,716,548,6,X
16,513,B,2,2,2,809,407,767,452,709,345,6,X
17,538,A,2,1,2,546,592,768,391,715,471,8,X
18,581,B,2,1,1,550,302,570,607,639,341,3,X
19,616,A,2,2,1,458,507,598,289,632,550,5,X
20,631,B,2,1,2,491,295,647,536,568,288,8,X
21,670,A,2,2,1,474,588,533,289,609,524,3,X
22,709,B,2,2,1,506,328,499,591,595,322,5,X
23,725,A,2,2,2,768,446,572,327,496,608,6,X
24,758,B,2,2,2,555,296,738,485,618,331,8,X
25,805,A,2,2,1,866,475,575,289,651,515,7,B
