ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,51,B,2,1,2,719,358,617,521,709,342,1,X
2,75,A,2,1,2,815,471,668,364,656,530,6,X
3,103,B,2,2,2,828,381,751,512,658,342,6,X
4,129,A,2,1,2,820,436,771,374,714,523,6,X
5,156,B,2,2,2,544,292,792,476,706,359,9,X
6,192,A,2,2,2,724,474,559,300,673,538,7,X
7,215,B,2,2,2,503,375,696,525,604,323,6,X
8,243,A,2,2,2,733,580,559,388,661,525,9,X
9,276,B,2,2,1,761,326,735,600,619,326,5,X
10,288,A,2,1,2,574,484,597,328,757,636,6,X
11,312,B,2,1,2,788,290,617,521,623,333,8,X
12,348,A,1,2,1,483,481,687,316,710,564,7,X
13,375,B,2,1,2,526,372,504,511,699,311,6,X
14,404,A,2,2,2,401,623,550,364,606,539,8,X
15,450,B,1,2,1,474,326,451,638,596,334,5,X
16,468,A,2,2,2,466,625,523,339,484,627,8,X
17,506,B,1,2,1,513,322,491,628,572,329,5,X
18,521,A,2,2,2,497,459,574,335,528,622,6,X
19,552,B,2,1,2,764,296,514,477,582,338,8,X
20,605,A,1,2,1,842,534,717,298,722,558,5,X
21,618,B,2,2,2,569,348,749,553,719,302,6,X
22,644,A,2,2,1,354,614,551,351,747,556,9,B
