ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,5,A,2,1,2,741,436,636,301,726,529,1,X
2,25,B,2,1,2,730,257,695,465,668,299,9,X
3,53,A,2,2,1,483,500,696,264,670,499,5,X
4,71,B,2,2,2,549,325,556,523,688,264,6,X
5,94,A,2,1,2,806,551,568,327,568,517,9,X
6,123,B,1,2,1,763,278,684,547,666,302,5,X
7,139,A,2,2,2,507,434,684,282,734,582,6,X
8,168,B,2,2,2,485,341,551,466,673,281,6,X
9,196,A,2,1,2,740,400,515,332,556,462,6,X
10,230,B,2,1,2,752,352,684,422,617,317,6,X
11,257,A,2,2,2,759,591,695,332,657,455,8,X
12,318,B,1,2,1,498,266,717,609,674,302,5,A
