ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,26,A,2,2,2,495,656,654,407,528,602,2,X
2,88,B,2,2,1,759,352,515,659,592,395,3,X
3,123,A,2,2,1,825,643,692,371,653,604,3,X
4,158,B,2,2,1,826,353,788,647,666,385,3,X
5,199,A,2,2,1,877,649,768,361,685,590,3,X
6,244,B,2,2,1,446,352,855,662,665,386,3,X
7,284,A,2,2,1,420,498,496,360,644,606,7,X
8,315,B,2,1,2,489,354,465,526,571,389,8,X
9,354,A,2,2,1,454,617,518,352,592,563,3,X
10,381,B,2,2,1,884,385,516,610,557,374,5,A
