ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,40,B,2,1,2,583,354,667,501,567,307,1,X
2,62,A,2,1,2,506,421,555,343,657,495,6,X
3,90,B,2,1,2,563,269,533,441,606,335,8,X
4,141,A,2,2,1,458,467,591,262,626,498,7,X
5,163,B,2,1,2,500,272,514,496,612,283,9,X
6,198,A,2,2,1,470,569,534,273,593,510,3,X
7,232,B,1,2,1,479,305,544,556,583,297,5,X
8,246,A,2,2,2,453,441,534,306,520,579,6,X
9,274,B,2,1,2,726,282,498,463,578,305,8,X
10,308,A,2,1,1,665,471,707,283,634,511,7,X
11,328,B,2,2,1,672,316,649,496,655,296,4,X
12,339,A,2,1,2,535,486,611,306,632,489,4,X
13,355,B,2,2,1,610,318,672,498,598,308,4,X
14,367,A,2,2,2,702,461,589,309,659,499,6,X
15,388,B,2,2,2,544,255,645,483,629,310,8,A
