ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,32,A,2,1,2,578,444,654,378,547,491,1,X
2,60,B,2,1,2,731,353,585,458,649,379,8,X
3,106,A,2,2,1,796,436,701,358,700,479,7,X
4,131,B,2,2,2,812,394,757,458,671,368,6,X
5,162,A,2,2,2,485,567,759,386,713,457,8,X
6,202,B,1,2,1,755,357,577,556,667,377,3,X
7,234,A,2,2,1,862,597,725,362,638,529,3,X
8,278,B,2,2,1,577,382,856,603,675,373,7,X
9,305,A,2,1,2,468,429,592,379,698,542,6,X
10,337,B,2,1,2,548,360,479,449,607,377,8,X
11,374,A,1,2,1,710,401,578,367,595,491,5,B
