ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,13,A,2,2,2,439,620,645,332,558,553,2,X
2,71,B,2,2,1,491,329,436,637,598,329,5,X
3,87,A,2,2,2,697,473,528,327,468,607,6,X
4,111,B,2,2,2,618,342,667,492,577,330,4,X
5,125,A,1,2,1,573,501,601,337,679,501,4,X
6,136,B,1,2,1,517,343,688,511,602,337,4,X
7,153,A,2,2,2,451,512,558,341,637,520,4,X
8,168,B,1,2,1,537,342,611,523,557,333,4,X
9,180,A,2,2,2,735,461,551,334,582,526,6,X
10,204,B,2,2,2,744,321,695,487,602,327,9,X
11,221,A,1,2,1,683,496,632,322,688,499,4,X
12,232,B,2,2,2,527,318,719,518,640,322,4,X
13,249,A,2,2,2,525,513,613,324,630,520,4,X
14,270,B,1,2,1,594,337,565,515,537,329,5,X
15,280,A,2,1,2,582,445,547,327,589,541,6,X
16,304,B,2,2,1,626,310,591,456,609,311,9,B
