ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,749,519,621,409,734,577,1,X
2,33,B,2,2,2,816,354,689,541,619,409,8,X
3,69,A,2,2,1,906,605,731,365,685,576,3,X
4,103,B,2,2,1,821,384,853,616,688,381,5,X
5,117,A,2,1,2,797,504,643,395,907,633,6,X
6,143,B,2,2,2,733,463,754,524,685,401,6,X
7,169,A,2,1,2,635,496,681,444,672,539,6,X
8,195,B,2,1,2,772,359,659,504,654,424,8,X
9,243,A,2,2,1,855,623,742,355,687,579,3,X
10,273,B,2,2,1,695,422,832,634,677,385,7,X
11,290,A,2,1,2,525,474,629,414,763,618,6,B
