ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,25,A,2,1,2,536,467,649,348,549,542,1,X
2,48,B,2,2,2,506,287,548,495,610,348,8,X
3,93,A,2,2,1,464,541,526,293,629,537,5,X
4,110,B,2,1,2,624,370,650,561,502,299,6,X
5,135,A,2,2,2,715,454,663,371,645,553,6,X
6,157,B,2,2,2,509,287,675,486,632,350,8,X
7,200,A,2,2,1,522,533,527,293,644,542,5,X
8,215,B,2,1,2,772,362,668,563,451,285,6,X
9,246,A,2,1,2,459,616,713,350,681,532,8,X
10,289,B,1,2,1,773,357,488,633,597,334,7,X
11,311,A,2,1,2,806,462,718,352,515,623,6,X
12,339,B,2,2,2,830,394,763,506,662,343,6,X
13,367,A,2,1,2,451,632,777,380,701,513,8,X
14,420,B,1,2,1,517,295,481,629,608,335,3,X
15,454,A,2,2,1,428,625,485,297,595,567,3,X
16,506,B,1,2,1,788,356,437,636,593,333,7,X
17,530,A,2,1,2,812,455,742,351,564,607,6,X
18,558,B,2,2,2,536,296,762,492,682,347,9,X
19,589,A,2,2,1,846,477,555,307,628,544,7,X
20,620,B,2,2,2,513,293,797,512,615,324,9,X
21,658,A,2,2,1,829,468,533,299,652,541,7,X
22,687,B,2,2,2,828,390,786,497,606,322,6,X
23,718,A,2,1,2,416,626,763,378,707,515,8,X
24,768,B,1,2,1,524,329,457,630,594,334,5,X
25,786,A,2,2,2,807,461,559,326,438,640,6,X
26,817,B,2,2,2,793,287,761,497,636,337,8,X
27,861,A,1,2,1,852,531,731,303,691,532,5,X
28,879,B,2,2,2,502,313,790,551,727,300,4,X
29,911,A,2,2,1,817,478,501,313,667,579,7,X
30,937,B,2,2,2,795,405,770,520,590,326,6,X
31,972,A,2,1,2,842,408,740,379,707,530,6,B
