ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,13,A,2,1,2,727,439,623,379,750,500,1,X
2,35,B,2,1,2,783,387,695,448,626,378,6,X
3,68,A,2,1,2,465,547,720,385,684,458,3,X
4,109,B,2,2,1,719,359,521,587,626,375,3,X
5,140,A,1,2,1,837,559,672,362,608,531,3,X
6,176,B,1,2,1,766,364,794,561,653,370,5,X
7,196,A,2,1,2,1029,567,659,376,772,556,8,X
8,230,B,1,2,1,559,358,884,556,678,373,3,X
9,276,A,2,2,1,777,445,569,364,667,499,7,X
10,303,B,2,1,2,768,355,741,470,611,367,9,X
11,327,A,2,1,1,797,546,734,362,716,470,3,X
12,368,B,1,2,1,765,365,781,556,642,373,5,X
13,386,A,2,1,2,780,372,619,372,722,548,6,B
