ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,6,A,2,1,2,584,447,655,345,542,521,1,X
2,19,B,2,1,2,713,359,608,452,613,328,6,X
3,42,A,2,1,2,488,588,695,349,640,485,8,X
4,82,B,2,2,1,801,340,539,595,603,320,7,X
5,108,A,2,1,2,833,463,770,338,546,579,6,X
6,131,B,2,2,2,809,377,798,476,719,332,6,X
7,157,A,2,1,2,577,577,784,360,722,487,8,X
8,194,B,2,2,1,636,316,598,577,623,319,5,X
9,203,A,2,1,2,537,476,570,316,601,598,6,X
10,229,B,2,1,2,719,375,564,496,606,319,6,X
11,253,A,2,1,2,546,561,704,360,650,488,8,X
12,280,B,2,2,1,765,351,591,550,612,327,7,X
13,307,A,2,1,2,808,430,744,346,579,568,6,X
14,332,B,2,2,2,796,388,768,451,691,337,6,X
15,358,A,2,1,2,574,584,771,374,720,478,8,X
16,410,B,2,2,1,452,288,573,589,578,303,5,A
