ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,6,B,2,1,2,573,352,654,508,562,318,1,X
2,24,A,2,2,2,652,442,599,346,640,494,6,X
3,44,B,2,2,2,553,289,664,497,620,334,9,X
4,70,A,2,2,1,529,506,603,308,631,524,5,X
5,82,B,2,1,2,705,320,661,552,537,287,6,X
6,107,A,2,1,2,509,503,653,326,663,549,4,X
7,121,B,2,1,1,572,338,665,538,645,334,6,X
8,140,A,2,2,2,465,460,588,340,555,505,6,X
9,163,B,2,1,2,600,343,521,485,583,330,6,X
10,184,A,2,1,2,465,427,552,338,595,516,6,X
11,206,B,2,1,2,710,275,494,465,589,337,8,X
12,239,A,1,2,1,800,480,626,285,638,521,7,X
13,258,B,2,2,2,556,359,787,526,674,289,6,X
14,284,A,2,2,2,511,594,570,347,659,511,8,X
15,320,B,1,2,1,487,265,573,588,599,336,3,B
