ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,697,459,629,342,740,539,1,X
2,33,B,2,1,2,792,402,732,475,656,345,6,X
3,58,A,2,1,2,464,586,746,384,687,496,8,X
4,93,B,2,1,1,699,305,475,622,628,340,3,X
5,124,A,1,2,1,844,616,640,311,644,548,3,X
6,164,B,2,2,1,783,298,798,636,634,321,3,X
7,202,A,1,2,1,520,589,720,300,714,550,3,X
8,238,B,1,2,1,606,302,607,578,657,332,3,X
9,292,A,2,2,1,456,514,587,296,652,539,7,X
10,311,B,2,1,2,671,341,519,524,599,310,4,X
11,332,A,2,2,1,646,545,602,334,592,548,9,X
12,345,B,2,2,2,809,397,657,559,633,345,6,X
13,369,A,2,1,2,815,454,779,376,682,568,6,X
14,397,B,2,2,2,528,301,775,475,727,353,8,X
15,443,A,2,2,1,508,464,549,293,650,523,7,X
16,474,B,2,1,2,791,392,525,486,604,323,6,X
17,505,A,2,1,2,433,646,730,379,643,520,9,A
