ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,B,2,1,2,675,380,619,463,709,369,1,X
2,32,A,2,2,2,775,419,689,382,653,471,6,X
3,60,B,2,2,2,731,403,723,428,666,381,6,X
4,82,A,2,1,2,434,581,705,395,698,440,8,X
5,113,B,1,2,1,553,358,602,523,656,381,3,X
6,151,A,2,2,1,863,447,588,360,630,511,7,X
7,173,B,2,2,2,745,359,762,480,592,365,4,X
8,197,A,2,1,1,456,527,719,365,799,487,3,X
9,231,B,2,1,1,650,379,509,540,649,368,7,X
10,258,A,2,2,2,394,581,671,384,655,483,8,X
11,296,B,1,2,1,526,369,432,568,610,370,5,X
12,315,A,2,2,2,711,428,578,368,450,550,6,X
13,347,B,2,2,1,686,391,677,439,599,374,6,X
14,375,A,2,1,2,522,560,678,385,648,451,8,X
15,418,B,2,2,1,736,357,545,542,612,374,3,X
16,450,A,1,2,1,865,568,699,363,619,537,3,X
17,492,B,2,2,1,547,362,849,556,645,372,3,X
18,532,A,2,2,1,556,441,573,360,698,500,7,X
19,559,B,2,1,2,568,396,559,450,607,366,6,X
20,590,A,2,2,2,348,571,587,387,582,451,8,X
21,633,B,2,1,2,702,382,488,574,597,371,7,X
22,661,A,2,1,1,494,499,674,387,664,528,4,X
23,674,B,2,1,2,496,412,681,497,657,379,4,A
