ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,32,A,2,1,2,559,480,650,344,536,548,1,X
2,55,B,2,2,2,807,378,562,507,614,338,6,X
3,87,A,2,1,2,480,629,745,366,664,514,8,X
4,132,B,1,2,1,516,306,517,634,604,329,3,X
5,163,A,2,2,1,799,535,492,318,600,585,5,X
6,177,B,2,2,2,808,370,644,555,453,300,6,X
7,209,A,2,1,2,516,604,737,364,807,567,9,X
8,237,B,2,1,1,555,325,551,624,635,351,4,X
9,259,A,2,2,2,674,487,571,331,628,581,6,X
10,278,B,2,2,2,513,349,638,516,607,332,4,X
11,297,A,2,2,1,488,538,550,351,663,546,4,X
12,310,B,2,1,1,495,334,651,541,539,338,4,X
13,331,A,2,2,2,464,462,536,343,618,539,6,X
14,356,B,2,1,2,482,394,499,509,575,328,6,X
15,385,A,2,2,2,483,617,503,393,561,506,8,X
16,425,B,1,2,1,514,329,523,624,562,352,5,X
17,440,A,2,2,2,769,489,549,330,508,627,6,X
18,467,B,2,2,2,771,314,717,531,583,333,4,X
19,484,A,2,1,2,841,490,664,335,726,526,6,X
20,506,B,2,2,2,514,293,781,512,679,331,9,X
21,536,A,2,2,1,518,513,544,296,648,550,4,X
22,553,B,2,1,1,718,320,628,573,520,316,4,X
23,568,A,2,1,2,695,491,573,330,645,556,6,X
24,590,B,2,2,2,546,308,650,514,636,333,9,X
25,609,A,2,2,1,368,546,607,316,636,551,5,B
