ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,A,2,1,2,566,463,647,339,539,532,1,X
2,36,B,2,1,2,510,377,611,489,620,338,6,X
3,65,A,2,2,2,466,427,562,361,624,500,6,X
4,91,B,2,1,2,467,396,497,454,572,338,6,X
5,119,A,2,2,2,483,626,491,384,554,473,8,X
6,167,B,1,2,1,512,320,515,617,571,326,5,X
7,181,A,2,2,2,755,497,563,320,545,624,6,X
8,208,B,2,2,2,745,305,674,512,609,326,8,X
9,227,A,2,1,1,736,531,690,325,688,541,4,X
10,238,B,2,2,2,550,328,696,543,685,329,4,X
11,254,A,2,2,1,483,469,586,329,682,543,6,X
12,280,B,2,1,2,509,378,502,497,602,325,6,X
13,307,A,2,2,2,370,626,529,367,564,494,8,X
14,348,B,2,1,1,452,340,405,621,571,323,7,B
