ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,B,2,1,2,753,372,620,508,703,326,1,X
2,35,A,2,1,2,446,441,718,362,652,519,6,X
3,61,B,2,1,2,771,274,498,468,608,357,8,X
4,115,A,1,2,1,516,462,738,276,691,542,7,X
5,138,B,2,1,2,618,362,527,513,698,298,6,X
6,159,A,2,2,1,605,506,631,367,643,528,9,X
7,171,B,2,1,2,755,285,670,550,605,356,8,X
8,203,A,2,1,1,860,509,733,299,716,539,4,X
9,217,B,2,2,1,821,330,739,543,691,303,6,X
10,241,A,2,1,2,809,450,767,323,750,562,6,X
11,269,B,2,2,2,802,280,752,477,675,323,8,X
12,305,A,2,1,1,417,574,779,281,727,526,3,X
13,342,B,1,2,1,485,310,490,573,614,315,5,X
14,354,A,2,2,2,525,440,537,316,454,599,6,X
15,381,B,2,1,2,749,275,542,483,583,313,8,X
16,421,A,2,1,1,828,526,697,282,665,534,7,X
17,440,B,2,2,2,633,357,755,536,655,298,6,X
18,463,A,2,2,2,819,555,673,353,697,533,8,X
19,489,B,2,2,1,570,331,738,554,626,337,7,X
20,506,A,2,2,2,498,526,595,338,818,581,8,X
21,527,B,2,1,1,510,278,587,532,603,337,3,X
22,553,A,2,2,1,502,526,520,292,610,559,5,X
23,566,B,2,1,2,528,344,668,564,488,295,6,X
24,591,A,2,2,1,481,565,550,350,653,567,9,X
25,605,B,2,1,2,479,352,684,574,545,354,6,X
26,633,A,2,2,2,795,557,510,340,622,541,8,X
27,660,B,2,2,1,804,299,675,540,598,334,5,X
28,673,A,2,1,2,1068,374,632,326,771,564,6,B
