ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,58,B,2,1,2,698,369,612,483,723,315,1,X
2,74,A,2,2,2,479,589,714,357,657,503,8,X
3,112,B,2,2,1,472,313,557,583,607,316,5,X
4,129,A,2,2,2,474,461,532,315,524,599,6,X
5,153,B,2,1,2,706,377,496,481,557,313,6,X
6,177,A,2,1,2,487,587,671,359,623,492,8,X
7,212,B,2,2,1,793,343,573,576,597,322,7,X
8,240,A,2,1,2,806,443,757,339,613,569,6,X
9,267,B,2,2,2,798,381,765,457,679,329,6,X
10,292,A,2,1,2,539,563,754,371,704,481,8,X
11,332,B,2,2,1,747,374,590,563,603,313,5,B
