ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,A,2,1,2,696,446,617,332,714,540,1,X
2,31,B,2,2,2,611,371,676,482,615,325,6,X
3,55,A,2,2,2,754,452,614,354,640,484,6,X
4,74,B,2,2,2,769,271,683,483,633,340,9,X
5,106,A,2,1,1,796,483,727,285,691,508,7,X
6,129,B,2,2,2,789,343,746,513,678,303,6,X
7,148,A,2,1,2,672,452,720,344,720,538,6,X
8,171,B,2,1,2,754,355,693,479,671,329,6,X
9,192,A,2,1,2,845,558,698,352,684,487,9,X
10,216,B,2,2,1,743,280,744,569,668,339,3,X
11,247,A,1,2,1,470,534,713,295,729,567,5,X
12,261,B,2,1,2,547,355,679,557,691,285,6,X
13,292,A,2,2,2,588,441,580,337,561,508,6,X
14,316,B,2,2,2,577,381,557,482,589,349,6,X
15,336,A,2,2,2,542,585,568,365,587,456,8,X
16,379,B,2,2,1,652,275,498,620,592,335,3,X
17,440,A,2,2,1,772,520,621,281,660,547,5,X
18,452,B,2,2,2,785,352,710,555,634,299,6,X
19,477,A,2,1,2,817,452,733,342,707,544,6,X
20,504,B,2,2,2,781,385,712,542,688,342,6,X
21,530,A,2,1,2,528,418,751,378,846,467,6,X
22,553,B,2,1,2,634,274,670,461,695,364,8,X
23,619,A,2,2,1,547,526,648,270,623,503,3,X
24,645,B,1,2,1,713,272,606,520,612,301,3,X
25,689,A,1,2,1,511,517,683,273,645,552,5,X
26,703,B,2,1,2,464,335,708,547,668,282,6,B
