ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,17,B,2,1,2,580,348,657,521,569,320,1,X
2,37,A,2,1,2,453,462,529,354,635,523,6,X
3,62,B,2,1,2,514,294,482,504,586,358,8,X
4,93,A,2,2,1,444,548,564,306,612,547,5,X
5,107,B,2,1,2,705,367,637,559,531,306,6,X
6,134,A,2,1,2,426,609,674,380,605,530,9,X
7,165,B,1,2,1,492,324,529,608,606,344,5,X
8,185,A,2,2,2,480,459,529,325,526,616,6,X
9,212,B,2,1,2,481,298,535,477,571,338,9,X
10,240,A,2,2,1,446,551,489,306,572,527,4,X
11,254,B,2,1,2,751,321,639,560,502,308,4,X
12,273,A,2,1,2,712,435,674,333,662,539,6,X
13,291,B,2,2,1,690,275,699,470,703,352,9,A
