ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,4,A,2,1,2,691,445,627,342,728,525,1,X
2,20,B,2,1,2,762,373,696,452,617,340,6,X
3,43,A,2,1,2,506,576,729,357,672,484,8,X
4,83,B,2,2,1,699,310,534,578,593,310,5,X
5,95,A,2,1,2,759,512,568,305,503,586,8,X
6,122,B,2,2,1,665,312,723,525,634,308,5,X
7,134,A,2,1,2,511,514,611,312,769,518,4,X
8,149,B,2,1,2,540,369,667,512,603,300,6,X
9,170,A,2,2,2,544,431,557,363,552,503,6,X
10,194,B,2,1,2,762,281,576,451,592,357,8,X
11,232,A,2,2,1,643,533,697,287,717,524,5,X
12,242,B,2,1,2,671,346,735,536,706,282,6,X
13,270,A,2,2,1,686,457,658,343,705,519,6,X
14,291,B,2,1,2,772,388,693,469,634,336,6,X
15,319,A,2,1,2,534,583,750,367,686,484,8,X
16,360,B,2,2,1,758,360,576,591,603,316,7,X
17,386,A,2,1,2,494,571,733,357,593,574,8,X
18,420,B,2,2,1,779,357,559,576,611,323,7,X
19,446,A,2,1,2,782,447,759,350,582,570,6,X
20,469,B,2,2,2,807,391,757,462,708,340,6,X
21,494,A,2,1,2,527,589,752,377,739,465,8,X
22,537,B,2,2,1,474,312,552,585,597,311,5,X
23,550,A,2,2,2,482,472,548,306,521,608,6,X
24,577,B,2,2,1,600,308,500,483,516,312,9,X
25,589,A,2,1,2,564,305,527,306,504,475,6,B
