ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,36,B,2,1,2,696,385,625,471,681,374,1,X
2,67,A,2,1,2,998,580,661,384,627,469,8,X
3,101,B,2,2,2,742,357,835,584,657,378,3,X
4,131,A,1,2,1,490,484,728,363,708,529,5,X
5,147,B,2,1,2,669,375,671,514,712,362,8,X
6,170,A,2,2,1,757,489,633,377,641,497,5,X
7,184,B,2,2,1,757,366,687,505,615,383,8,X
8,218,A,1,2,1,826,496,700,371,733,510,5,X
9,229,B,2,2,2,562,385,729,518,728,367,6,X
10,264,A,2,2,2,506,411,622,387,637,488,6,B
