ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,A,2,1,2,707,442,626,331,720,530,1,X
2,26,B,2,2,2,541,364,700,483,620,332,6,X
3,48,A,2,2,2,590,413,568,362,620,478,6,X
4,72,B,2,1,2,695,277,573,446,603,348,8,X
5,123,A,1,2,1,799,525,667,280,702,546,5,X
6,139,B,2,2,2,495,345,738,544,656,286,6,X
7,170,A,2,2,2,495,563,528,341,634,521,8,X
8,205,B,1,2,1,631,308,521,566,580,318,5,X
9,216,A,2,1,2,456,448,576,305,521,583,6,X
10,242,B,2,1,2,743,356,526,481,579,299,6,X
11,267,A,2,1,2,853,575,688,355,598,529,9,X
12,291,B,2,2,1,583,318,805,573,655,340,4,X
13,306,A,2,2,1,514,531,613,330,792,588,5,X
14,320,B,2,1,2,590,289,726,583,575,321,8,X
15,355,A,2,2,1,478,539,559,288,632,562,5,X
16,367,B,2,1,2,563,341,680,559,529,287,6,X
17,397,A,2,1,2,483,412,539,346,561,519,6,X
18,425,B,2,1,2,739,356,500,440,530,356,8,X
19,494,A,2,2,1,749,523,710,352,643,528,5,A
