Frame,Visibility,X,Y,Time
3,0,0,0,00:00:00.06666666666666667
4,0,0,0,00:00:00.1
5,0,0,0,00:00:00.13333333333333333
6,0,0,0,00:00:00.16666666666666666
7,0,0,0,00:00:00.2
8,0,0,0,00:00:00.23333333333333334
9,0,0,0,00:00:00.26666666666666666
10,0,0,0,00:00:00.3
11,1,603,413,00:00:00.3333333333333333
12,0,0,0,00:00:00.36666666666666664
13,0,0,0,00:00:00.4
14,1,611,352,00:00:00.43333333333333335
15,1,611,331,00:00:00.4666666666666667
16,1,611,331,00:00:00.5
17,1,617,313,00:00:00.5333333333333333
18,1,621,298,00:00:00.5666666666666667
19,1,623,285,00:00:00.6
20,1,626,276,00:00:00.6333333333333333
21,1,627,267,00:00:00.6666666666666666
22,1,628,268,00:00:00.7
23,1,631,260,00:00:00.7333333333333333
24,1,633,256,00:00:00.7666666666666666
25,1,635,253,00:00:00.8
26,1,636,251,00:00:00.8333333333333334
27,1,640,250,00:00:00.8666666666666667
28,1,637,251,00:00:00.9
29,1,638,253,00:00:00.9333333333333333
30,1,645,253,00:00:00.9666666666666667
31,1,652,257,00:00:01.0
32,1,656,258,00:00:01.0333333333333332
33,1,657,258,00:00:01.0666666666666667
34,1,657,258,00:00:01.1
35,1,660,260,00:00:01.1333333333333333
36,1,665,265,00:00:01.1666666666666667
37,1,670,271,00:00:01.2
38,1,672,276,00:00:01.2333333333333334
39,1,676,285,00:00:01.2666666666666666
40,1,676,283,00:00:01.3
41,0,0,0,00:00:01.3333333333333333
42,1,683,301,00:00:01.3666666666666667
43,0,0,0,00:00:01.4
44,0,0,0,00:00:01.4333333333333333
45,0,0,0,00:00:01.4666666666666666
46,0,0,0,00:00:01.5
47,0,0,0,00:00:01.5333333333333332
48,0,0,0,00:00:01.5666666666666667
49,1,701,376,00:00:01.6
50,1,703,391,00:00:01.6333333333333333
51,0,0,0,00:00:01.6666666666666667
52,0,0,0,00:00:01.7
53,0,0,0,00:00:01.7333333333333334
54,0,0,0,00:00:01.7666666666666666
55,0,0,0,00:00:01.8
56,0,0,0,00:00:01.8333333333333333
57,1,620,306,00:00:01.8666666666666667
58,0,0,0,00:00:01.9
59,0,0,0,00:00:01.9333333333333333
60,0,0,0,00:00:01.9666666666666666
61,0,0,0,00:00:02.0
62,1,626,261,00:00:02.033333333333333
63,1,621,257,00:00:02.0666666666666664
64,1,678,241,00:00:02.1
65,1,616,256,00:00:02.1333333333333333
66,1,613,255,00:00:02.1666666666666665
67,1,608,256,00:00:02.2
68,1,606,256,00:00:02.2333333333333334
69,1,603,261,00:00:02.2666666666666666
70,1,602,260,00:00:02.3
71,1,601,263,00:00:02.3333333333333335
72,1,608,266,00:00:02.3666666666666667
73,1,630,266,00:00:02.4
74,0,0,0,00:00:02.433333333333333
75,1,652,237,00:00:02.466666666666667
76,0,0,0,00:00:02.5
77,0,0,0,00:00:02.533333333333333
78,0,0,0,00:00:02.5666666666666664
79,0,0,0,00:00:02.6
80,1,713,276,00:00:02.6333333333333333
81,1,726,281,00:00:02.6666666666666665
82,1,725,281,00:00:02.7
83,1,736,287,00:00:02.7333333333333334
84,1,748,296,00:00:02.7666666666666666
85,1,760,306,00:00:02.8
86,1,770,316,00:00:02.8333333333333335
87,1,781,326,00:00:02.8666666666666667
88,1,780,326,00:00:02.9
89,1,788,338,00:00:02.933333333333333
90,1,798,351,00:00:02.966666666666667
91,1,806,366,00:00:03.0
92,1,812,366,00:00:03.033333333333333
93,1,801,325,00:00:03.0666666666666664
94,1,801,327,00:00:03.1
95,1,792,295,00:00:03.1333333333333333
96,1,787,276,00:00:03.1666666666666665
97,1,783,258,00:00:03.2
98,1,781,245,00:00:03.2333333333333334
99,1,778,236,00:00:03.2666666666666666
100,1,778,236,00:00:03.3
101,1,776,228,00:00:03.3333333333333335
102,1,773,221,00:00:03.3666666666666667
103,1,771,218,00:00:03.4
104,1,771,215,00:00:03.433333333333333
105,1,771,216,00:00:03.466666666666667
106,1,768,213,00:00:03.5
107,1,773,222,00:00:03.533333333333333
108,1,777,223,00:00:03.5666666666666664
109,1,781,226,00:00:03.6
110,1,786,236,00:00:03.6333333333333333
111,1,791,243,00:00:03.6666666666666665
112,1,791,243,00:00:03.6999999999999997
113,1,796,251,00:00:03.7333333333333334
114,1,801,261,00:00:03.7666666666666666
115,1,805,272,00:00:03.8
116,1,808,283,00:00:03.8333333333333335
117,1,812,296,00:00:03.8666666666666667
118,1,812,293,00:00:03.9
119,1,816,306,00:00:03.933333333333333
120,1,821,321,00:00:03.966666666666667
121,1,823,333,00:00:04.0
122,1,826,348,00:00:04.033333333333333
