Frame,Visibility,X,Y,Time
3,1,632,370,00:00:00.06666666666666667
4,1,627,165,00:00:00.1
5,0,0,0,00:00:00.13333333333333333
6,1,627,165,00:00:00.16666666666666666
7,0,0,0,00:00:00.2
8,0,0,0,00:00:00.23333333333333334
9,0,0,0,00:00:00.26666666666666666
10,0,0,0,00:00:00.3
11,0,0,0,00:00:00.3333333333333333
12,0,0,0,00:00:00.36666666666666664
13,0,0,0,00:00:00.4
14,0,0,0,00:00:00.43333333333333335
15,0,0,0,00:00:00.4666666666666667
16,0,0,0,00:00:00.5
17,1,627,166,00:00:00.5333333333333333
18,1,631,367,00:00:00.5666666666666667
19,0,0,0,00:00:00.6
20,1,632,367,00:00:00.6333333333333333
21,1,631,370,00:00:00.6666666666666666
22,1,632,370,00:00:00.7
23,1,631,368,00:00:00.7333333333333333
24,1,630,371,00:00:00.7666666666666666
25,1,632,367,00:00:00.8
26,1,630,371,00:00:00.8333333333333334
27,1,633,367,00:00:00.8666666666666667
28,1,635,368,00:00:00.9
29,1,633,366,00:00:00.9333333333333333
30,1,636,366,00:00:00.9666666666666667
31,1,640,368,00:00:01.0
32,1,640,367,00:00:01.0333333333333332
33,0,0,0,00:00:01.0666666666666667
34,0,0,0,00:00:01.1
35,1,627,165,00:00:01.1333333333333333
36,0,0,0,00:00:01.1666666666666667
37,1,686,316,00:00:01.2
38,0,0,0,00:00:01.2333333333333334
39,1,603,358,00:00:01.2666666666666666
40,1,717,372,00:00:01.3
41,1,616,333,00:00:01.3333333333333333
42,1,623,326,00:00:01.3666666666666667
43,1,721,372,00:00:01.4
44,1,633,316,00:00:01.4333333333333333
45,1,636,313,00:00:01.4666666666666666
46,1,641,311,00:00:01.5
47,1,646,307,00:00:01.5333333333333332
48,1,648,306,00:00:01.5666666666666667
49,1,652,306,00:00:01.6
50,1,655,306,00:00:01.6333333333333333
51,1,658,306,00:00:01.6666666666666667
52,1,661,306,00:00:01.7
53,1,665,308,00:00:01.7333333333333334
54,1,666,311,00:00:01.7666666666666666
55,1,668,313,00:00:01.8
56,1,671,316,00:00:01.8333333333333333
57,0,0,0,00:00:01.8666666666666667
58,0,0,0,00:00:01.9
59,0,0,0,00:00:01.9333333333333333
60,0,0,0,00:00:01.9666666666666666
61,0,0,0,00:00:02.0
