Frame,Visibility,X,Y,Time
3,1,662,363,00:00:00.06666666666666667
4,1,662,363,00:00:00.1
5,1,663,362,00:00:00.13333333333333333
6,1,663,365,00:00:00.16666666666666666
7,1,662,362,00:00:00.2
8,1,662,363,00:00:00.23333333333333334
9,1,662,363,00:00:00.26666666666666666
10,1,602,405,00:00:00.3
11,1,601,403,00:00:00.3333333333333333
12,1,598,403,00:00:00.36666666666666664
13,1,598,403,00:00:00.4
14,1,597,406,00:00:00.43333333333333335
15,1,595,406,00:00:00.4666666666666667
16,1,593,401,00:00:00.5
17,1,593,401,00:00:00.5333333333333333
18,1,592,403,00:00:00.5666666666666667
19,1,663,361,00:00:00.6
20,1,663,362,00:00:00.6333333333333333
21,1,662,363,00:00:00.6666666666666666
22,1,627,166,00:00:00.7
23,0,0,0,00:00:00.7333333333333333
24,0,0,0,00:00:00.7666666666666666
25,0,0,0,00:00:00.8
26,0,0,0,00:00:00.8333333333333334
27,1,581,371,00:00:00.8666666666666667
28,1,576,356,00:00:00.9
29,1,576,343,00:00:00.9333333333333333
30,1,568,332,00:00:00.9666666666666667
31,1,567,325,00:00:01.0
32,1,566,318,00:00:01.0333333333333332
33,1,562,312,00:00:01.0666666666666667
34,1,561,308,00:00:01.1
35,1,558,306,00:00:01.1333333333333333
36,1,556,303,00:00:01.1666666666666667
37,1,556,301,00:00:01.2
38,1,556,298,00:00:01.2333333333333334
39,1,568,371,00:00:01.2666666666666666
40,1,568,373,00:00:01.3
41,1,570,373,00:00:01.3333333333333333
42,1,571,376,00:00:01.3666666666666667
43,1,551,301,00:00:01.4
44,1,551,306,00:00:01.4333333333333333
45,1,551,308,00:00:01.4666666666666666
46,1,551,311,00:00:01.5
47,1,550,316,00:00:01.5333333333333332
48,1,551,321,00:00:01.5666666666666667
49,0,0,0,00:00:01.6
50,0,0,0,00:00:01.6333333333333333
51,0,0,0,00:00:01.6666666666666667
52,1,610,483,00:00:01.7
53,1,581,293,00:00:01.7333333333333334
54,1,596,277,00:00:01.7666666666666666
55,1,606,263,00:00:01.8
56,1,618,251,00:00:01.8333333333333333
57,1,631,236,00:00:01.8666666666666667
