Frame,Visibility,X,Y,Time
3,0,0,0,00:00:00.06666666666666667
4,0,0,0,00:00:00.1
5,0,0,0,00:00:00.13333333333333333
6,0,0,0,00:00:00.16666666666666666
7,0,0,0,00:00:00.2
8,0,0,0,00:00:00.23333333333333334
9,0,0,0,00:00:00.26666666666666666
10,0,0,0,00:00:00.3
11,0,0,0,00:00:00.3333333333333333
12,0,0,0,00:00:00.36666666666666664
13,0,0,0,00:00:00.4
14,0,0,0,00:00:00.43333333333333335
15,0,0,0,00:00:00.4666666666666667
16,1,550,262,00:00:00.5
17,0,0,0,00:00:00.5333333333333333
18,1,642,267,00:00:00.5666666666666667
19,1,643,270,00:00:00.6
20,1,622,153,00:00:00.6333333333333333
21,1,611,92,00:00:00.6666666666666666
22,1,601,41,00:00:00.7
23,1,593,6,00:00:00.7333333333333333
24,0,0,0,00:00:00.7666666666666666
25,1,557,250,00:00:00.8
26,0,0,0,00:00:00.8333333333333334
27,0,0,0,00:00:00.8666666666666667
28,0,0,0,00:00:00.9
29,0,0,0,00:00:00.9333333333333333
30,0,0,0,00:00:00.9666666666666667
31,0,0,0,00:00:01.0
32,0,0,0,00:00:01.0333333333333332
33,0,0,0,00:00:01.0666666666666667
34,0,0,0,00:00:01.1
35,1,580,232,00:00:01.1333333333333333
36,0,0,0,00:00:01.1666666666666667
37,1,578,248,00:00:01.2
38,1,543,261,00:00:01.2333333333333334
39,1,543,263,00:00:01.2666666666666666
40,1,547,260,00:00:01.3
41,0,0,0,00:00:01.3333333333333333
42,0,0,0,00:00:01.3666666666666667
43,0,0,0,00:00:01.4
44,0,0,0,00:00:01.4333333333333333
45,0,0,0,00:00:01.4666666666666666
46,0,0,0,00:00:01.5
47,0,0,0,00:00:01.5333333333333332
48,0,0,0,00:00:01.5666666666666667
49,1,577,230,00:00:01.6
50,0,0,0,00:00:01.6333333333333333
51,0,0,0,00:00:01.6666666666666667
52,0,0,0,00:00:01.7
53,0,0,0,00:00:01.7333333333333334
54,0,0,0,00:00:01.7666666666666666
55,0,0,0,00:00:01.8
56,0,0,0,00:00:01.8333333333333333
57,0,0,0,00:00:01.8666666666666667
58,0,0,0,00:00:01.9
59,0,0,0,00:00:01.9333333333333333
60,0,0,0,00:00:01.9666666666666666
61,0,0,0,00:00:02.0
62,0,0,0,00:00:02.033333333333333
63,0,0,0,00:00:02.0666666666666664
64,0,0,0,00:00:02.1
65,0,0,0,00:00:02.1333333333333333
66,0,0,0,00:00:02.1666666666666665
67,0,0,0,00:00:02.2
68,0,0,0,00:00:02.2333333333333334
69,0,0,0,00:00:02.2666666666666666
70,1,506,5,00:00:02.3
71,1,506,20,00:00:02.3333333333333335
72,1,506,38,00:00:02.3666666666666667
73,1,506,36,00:00:02.4
74,1,506,57,00:00:02.433333333333333
75,1,506,78,00:00:02.466666666666667
76,1,506,96,00:00:02.5
77,1,506,120,00:00:02.533333333333333
78,1,506,136,00:00:02.5666666666666664
79,1,506,133,00:00:02.6
80,1,503,166,00:00:02.6333333333333333
81,1,496,201,00:00:02.6666666666666665
82,1,496,220,00:00:02.7
83,1,491,242,00:00:02.7333333333333334
84,1,491,258,00:00:02.7666666666666666
85,1,491,257,00:00:02.8
86,1,488,276,00:00:02.8333333333333335
87,1,486,295,00:00:02.8666666666666667
88,1,486,308,00:00:02.9
89,1,485,326,00:00:02.933333333333333
90,1,483,343,00:00:02.966666666666667
91,1,483,341,00:00:03.0
92,1,481,358,00:00:03.033333333333333
93,1,481,380,00:00:03.0666666666666664
94,1,480,396,00:00:03.1
95,1,478,417,00:00:03.1333333333333333
96,1,476,436,00:00:03.1666666666666665
97,1,476,433,00:00:03.2
98,0,0,0,00:00:03.2333333333333334
99,0,0,0,00:00:03.2666666666666666
100,1,520,343,00:00:03.3
101,1,528,325,00:00:03.3333333333333335
102,1,536,311,00:00:03.3666666666666667
103,0,0,0,00:00:03.4
104,0,0,0,00:00:03.433333333333333
105,1,593,257,00:00:03.466666666666667
106,0,0,0,00:00:03.5
107,0,0,0,00:00:03.533333333333333
108,0,0,0,00:00:03.5666666666666664
109,0,0,0,00:00:03.6
110,1,578,270,00:00:03.6333333333333333
111,1,582,270,00:00:03.6666666666666665
112,0,0,0,00:00:03.6999999999999997
113,0,0,0,00:00:03.7333333333333334
114,1,598,280,00:00:03.7666666666666666
115,0,0,0,00:00:03.8
116,1,601,282,00:00:03.8333333333333335
117,1,638,293,00:00:03.8666666666666667
118,1,583,266,00:00:03.9
119,1,572,258,00:00:03.933333333333333
120,1,560,251,00:00:03.966666666666667
121,1,560,251,00:00:04.0
122,1,551,248,00:00:04.033333333333333
