Frame,Visibility,X,Y,Time
3,0,0,0,00:00:00.06666666666666667
4,0,0,0,00:00:00.1
5,0,0,0,00:00:00.13333333333333333
6,1,661,281,00:00:00.16666666666666666
7,1,663,273,00:00:00.2
8,0,0,0,00:00:00.23333333333333334
9,1,695,272,00:00:00.26666666666666666
10,1,701,273,00:00:00.3
11,1,701,272,00:00:00.3333333333333333
12,1,706,271,00:00:00.36666666666666664
13,1,715,271,00:00:00.4
14,1,722,275,00:00:00.43333333333333335
15,1,730,278,00:00:00.4666666666666667
16,1,736,281,00:00:00.5
17,1,736,281,00:00:00.5333333333333333
18,1,743,287,00:00:00.5666666666666667
19,1,751,296,00:00:00.6
20,1,758,303,00:00:00.6333333333333333
21,1,763,312,00:00:00.6666666666666666
22,1,771,323,00:00:00.7
23,1,770,321,00:00:00.7333333333333333
24,1,775,333,00:00:00.7666666666666666
25,1,781,346,00:00:00.8
26,1,650,291,00:00:00.8333333333333334
27,1,742,320,00:00:00.8666666666666667
28,1,721,307,00:00:00.9
29,0,0,0,00:00:00.9333333333333333
30,1,658,278,00:00:00.9666666666666667
31,0,0,0,00:00:01.0
32,0,0,0,00:00:01.0333333333333332
33,1,657,271,00:00:01.0666666666666667
34,0,0,0,00:00:01.1
35,1,648,268,00:00:01.1333333333333333
36,0,0,0,00:00:01.1666666666666667
37,0,0,0,00:00:01.2
38,1,607,262,00:00:01.2333333333333334
39,1,601,265,00:00:01.2666666666666666
40,1,592,266,00:00:01.3
41,1,593,266,00:00:01.3333333333333333
42,1,585,268,00:00:01.3666666666666667
43,1,576,272,00:00:01.4
44,1,567,278,00:00:01.4333333333333333
45,1,560,283,00:00:01.4666666666666666
46,1,555,291,00:00:01.5
47,1,555,291,00:00:01.5333333333333332
48,0,0,0,00:00:01.5666666666666667
49,1,556,282,00:00:01.6
50,1,541,307,00:00:01.6333333333333333
51,1,536,316,00:00:01.6666666666666667
52,1,517,323,00:00:01.7
53,1,517,321,00:00:01.7333333333333334
54,1,576,266,00:00:01.7666666666666666
55,0,0,0,00:00:01.8
56,0,0,0,00:00:01.8333333333333333
57,0,0,0,00:00:01.8666666666666667
58,0,0,0,00:00:01.9
59,0,0,0,00:00:01.9333333333333333
60,0,0,0,00:00:01.9666666666666666
61,0,0,0,00:00:02.0
62,0,0,0,00:00:02.033333333333333
63,0,0,0,00:00:02.0666666666666664
64,1,775,76,00:00:02.1
65,1,775,77,00:00:02.1333333333333333
66,1,773,78,00:00:02.1666666666666665
67,1,623,321,00:00:02.2
68,0,0,0,00:00:02.2333333333333334
69,0,0,0,00:00:02.2666666666666666
70,0,0,0,00:00:02.3
71,0,0,0,00:00:02.3333333333333335
72,0,0,0,00:00:02.3666666666666667
73,0,0,0,00:00:02.4
74,0,0,0,00:00:02.433333333333333
75,0,0,0,00:00:02.466666666666667
76,0,0,0,00:00:02.5
77,1,626,298,00:00:02.533333333333333
78,1,625,287,00:00:02.5666666666666664
79,1,625,286,00:00:02.6
80,1,622,280,00:00:02.6333333333333333
81,0,0,0,00:00:02.6666666666666665
82,0,0,0,00:00:02.7
83,0,0,0,00:00:02.7333333333333334
84,0,0,0,00:00:02.7666666666666666
85,1,616,276,00:00:02.8
86,0,0,0,00:00:02.8333333333333335
87,1,613,283,00:00:02.8666666666666667
88,0,0,0,00:00:02.9
89,0,0,0,00:00:02.933333333333333
90,0,0,0,00:00:02.966666666666667
91,1,612,301,00:00:03.0
92,1,613,306,00:00:03.033333333333333
93,0,0,0,00:00:03.0666666666666664
94,0,0,0,00:00:03.1
95,0,0,0,00:00:03.1333333333333333
96,0,0,0,00:00:03.1666666666666665
97,0,0,0,00:00:03.2
98,0,0,0,00:00:03.2333333333333334
99,0,0,0,00:00:03.2666666666666666
100,1,647,221,00:00:03.3
101,1,647,225,00:00:03.3333333333333335
102,1,661,186,00:00:03.3666666666666667
103,1,670,156,00:00:03.4
104,1,680,126,00:00:03.433333333333333
105,1,688,103,00:00:03.466666666666667
106,1,696,81,00:00:03.5
107,1,696,82,00:00:03.533333333333333
108,1,706,61,00:00:03.5666666666666664
109,1,712,46,00:00:03.6
110,1,721,28,00:00:03.6333333333333333
111,1,728,18,00:00:03.6666666666666665
112,1,736,7,00:00:03.6999999999999997
113,1,733,8,00:00:03.7333333333333334
114,1,740,3,00:00:03.7666666666666666
115,0,0,0,00:00:03.8
116,0,0,0,00:00:03.8333333333333335
117,0,0,0,00:00:03.8666666666666667
118,0,0,0,00:00:03.9
119,0,0,0,00:00:03.933333333333333
120,0,0,0,00:00:03.966666666666667
121,0,0,0,00:00:04.0
122,0,0,0,00:00:04.033333333333333
