Frame,Visibility,X,Y,Time
3,1,630,246,00:00:00.06666666666666667
4,1,653,262,00:00:00.1
5,1,650,261,00:00:00.13333333333333333
6,1,646,256,00:00:00.16666666666666666
7,1,645,258,00:00:00.2
8,1,925,390,00:00:00.23333333333333334
9,1,613,241,00:00:00.26666666666666666
10,1,613,243,00:00:00.3
11,1,925,390,00:00:00.3333333333333333
12,1,611,280,00:00:00.36666666666666664
13,1,925,390,00:00:00.4
14,1,618,240,00:00:00.43333333333333335
15,1,595,297,00:00:00.4666666666666667
16,1,593,297,00:00:00.5
17,1,587,308,00:00:00.5333333333333333
18,1,581,318,00:00:00.5666666666666667
19,1,583,316,00:00:00.6
20,1,576,331,00:00:00.6333333333333333
21,1,572,342,00:00:00.6666666666666666
22,1,925,390,00:00:00.7
23,1,925,390,00:00:00.7333333333333333
24,1,925,390,00:00:00.7666666666666666
25,1,925,390,00:00:00.8
26,1,923,391,00:00:00.8333333333333334
27,1,925,390,00:00:00.8666666666666667
28,1,666,211,00:00:00.9
29,1,923,391,00:00:00.9333333333333333
30,1,683,196,00:00:00.9666666666666667
31,1,683,196,00:00:01.0
32,1,925,390,00:00:01.0333333333333332
33,1,685,222,00:00:01.0666666666666667
34,1,670,220,00:00:01.1
35,0,0,0,00:00:01.1333333333333333
36,1,923,391,00:00:01.1666666666666667
37,0,0,0,00:00:01.2
38,1,626,281,00:00:01.2333333333333334
39,1,613,298,00:00:01.2666666666666666
40,1,603,318,00:00:01.3
41,1,593,336,00:00:01.3333333333333333
42,1,592,317,00:00:01.3666666666666667
43,1,592,318,00:00:01.4
44,1,595,298,00:00:01.4333333333333333
45,1,596,283,00:00:01.4666666666666666
46,1,596,277,00:00:01.5
47,1,596,267,00:00:01.5333333333333332
48,1,596,258,00:00:01.5666666666666667
49,1,596,260,00:00:01.6
50,1,596,251,00:00:01.6333333333333333
51,1,600,246,00:00:01.6666666666666667
52,1,600,241,00:00:01.7
53,1,601,240,00:00:01.7333333333333334
54,1,601,241,00:00:01.7666666666666666
55,1,628,245,00:00:01.8
56,1,601,242,00:00:01.8333333333333333
57,1,602,245,00:00:01.8666666666666667
58,1,601,246,00:00:01.9
59,1,601,251,00:00:01.9333333333333333
60,1,602,255,00:00:01.9666666666666666
61,1,602,256,00:00:02.0
62,1,603,261,00:00:02.033333333333333
63,1,605,268,00:00:02.0666666666666664
64,1,605,276,00:00:02.1
65,1,605,286,00:00:02.1333333333333333
66,1,925,390,00:00:02.1666666666666665
67,1,680,215,00:00:02.2
68,1,925,390,00:00:02.2333333333333334
69,1,925,390,00:00:02.2666666666666666
70,1,925,390,00:00:02.3
71,1,925,390,00:00:02.3333333333333335
72,1,925,390,00:00:02.3666666666666667
73,1,923,391,00:00:02.4
74,1,610,286,00:00:02.433333333333333
75,1,925,390,00:00:02.466666666666667
76,1,925,390,00:00:02.5
77,1,925,390,00:00:02.533333333333333
78,1,658,255,00:00:02.5666666666666664
79,1,657,255,00:00:02.6
80,1,925,390,00:00:02.6333333333333333
81,1,925,390,00:00:02.6666666666666665
82,1,925,390,00:00:02.7
83,1,925,390,00:00:02.7333333333333334
84,1,636,242,00:00:02.7666666666666666
85,1,641,251,00:00:02.8
86,1,925,390,00:00:02.8333333333333335
87,1,925,390,00:00:02.8666666666666667
88,1,925,390,00:00:02.9
89,1,925,390,00:00:02.933333333333333
90,1,925,390,00:00:02.966666666666667
91,1,925,390,00:00:03.0
92,1,925,390,00:00:03.033333333333333
93,1,925,390,00:00:03.0666666666666664
94,1,925,390,00:00:03.1
95,1,925,390,00:00:03.1333333333333333
96,1,925,390,00:00:03.1666666666666665
97,1,635,276,00:00:03.2
98,1,641,266,00:00:03.2333333333333334
99,1,642,281,00:00:03.2666666666666666
100,1,627,401,00:00:03.3
101,1,636,396,00:00:03.3333333333333335
102,1,925,390,00:00:03.3666666666666667
103,1,923,391,00:00:03.4
104,1,925,390,00:00:03.433333333333333
105,1,925,390,00:00:03.466666666666667
106,1,925,390,00:00:03.5
107,0,0,0,00:00:03.533333333333333
108,0,0,0,00:00:03.5666666666666664
109,0,0,0,00:00:03.6
110,1,925,390,00:00:03.6333333333333333
111,1,925,390,00:00:03.6666666666666665
112,1,925,390,00:00:03.6999999999999997
113,1,925,390,00:00:03.7333333333333334
114,1,925,390,00:00:03.7666666666666666
115,1,925,390,00:00:03.8
116,1,925,390,00:00:03.8333333333333335
117,1,925,390,00:00:03.8666666666666667
118,1,601,276,00:00:03.9
119,1,591,278,00:00:03.933333333333333
120,1,583,286,00:00:03.966666666666667
121,1,585,285,00:00:04.0
122,1,577,291,00:00:04.033333333333333
123,1,566,296,00:00:04.066666666666666
124,1,557,303,00:00:04.1
125,1,550,315,00:00:04.133333333333333
126,1,543,325,00:00:04.166666666666667
127,1,543,323,00:00:04.2
128,1,536,336,00:00:04.233333333333333
129,1,531,350,00:00:04.266666666666667
130,1,523,362,00:00:04.3
131,1,527,355,00:00:04.333333333333333
132,1,566,292,00:00:04.366666666666666
133,1,563,297,00:00:04.4
134,1,590,253,00:00:04.433333333333334
135,1,611,221,00:00:04.466666666666667
136,1,626,196,00:00:04.5
137,1,641,173,00:00:04.533333333333333
138,1,656,155,00:00:04.566666666666666
139,1,656,156,00:00:04.6
140,1,666,141,00:00:04.633333333333333
141,1,678,126,00:00:04.666666666666667
142,1,688,116,00:00:04.7
143,1,697,108,00:00:04.733333333333333
144,1,706,101,00:00:04.766666666666667
