ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,81,B,2,1,2,570,470,646,572,571,418,1,X
2,103,A,2,2,2,831,637,598,470,645,573,9,X
3,135,B,2,2,1,552,398,801,654,651,426,3,X
4,159,A,2,2,1,522,602,566,400,714,628,5,X
5,172,B,2,1,2,777,447,684,603,521,390,6,X
6,202,A,2,1,2,829,529,729,442,678,585,6,X
7,235,B,2,2,2,541,378,805,543,707,431,8,X
8,276,A,2,2,1,835,582,581,376,678,593,5,X
9,294,B,2,2,2,802,473,690,595,513,376,6,X
10,327,A,2,1,2,470,639,766,462,756,574,8,X
11,364,B,2,2,1,779,383,577,631,644,428,3,X
12,405,A,2,2,1,474,584,707,389,668,608,5,X
13,424,B,2,1,2,499,470,675,593,738,392,6,X
14,456,A,2,2,2,463,638,523,462,552,568,8,X
15,493,B,2,2,1,537,378,532,633,577,429,3,X
16,527,A,2,2,1,523,608,545,375,626,616,3,X
17,553,B,2,2,1,515,377,569,603,562,397,3,X
18,605,A,2,2,1,817,573,521,375,642,594,5,X
19,625,B,2,2,2,816,486,670,593,591,397,6,X
20,655,A,2,1,2,494,639,770,475,809,580,8,X
21,699,B,2,2,1,753,379,579,639,638,450,3,X
22,739,A,2,2,1,912,682,707,390,645,617,3,B
