ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,28,B,2,1,2,586,311,655,478,591,281,1,X
2,51,A,2,1,2,496,579,604,304,627,490,9,X
3,83,B,2,2,1,526,275,536,582,630,292,5,X
4,96,A,2,1,2,500,397,643,280,513,605,6,X
5,122,B,2,2,2,781,340,524,436,610,297,6,X
6,147,A,2,2,2,836,552,706,334,588,462,8,X
7,176,B,1,2,1,743,281,722,556,691,311,5,X
8,189,A,2,2,1,557,427,709,289,749,587,6,X
9,217,B,2,2,2,768,346,608,462,671,271,6,X
10,243,A,2,2,2,811,389,717,332,608,477,6,X
11,272,B,2,1,2,556,229,774,419,703,321,9,A
