ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,29,A,2,2,2,853,613,621,331,749,546,2,X
2,95,B,2,2,1,763,331,815,634,621,331,5,X
3,110,A,2,1,2,654,485,628,330,763,577,6,X
4,134,B,2,1,2,725,349,701,507,635,328,6,X
5,151,A,2,1,2,515,453,658,332,699,509,6,X
6,178,B,2,1,2,488,406,535,468,628,340,6,X
7,206,A,2,2,2,464,435,523,393,568,497,6,X
8,232,B,2,1,2,737,294,515,447,566,370,8,X
9,266,A,1,2,1,845,611,640,307,626,501,3,X
10,318,B,2,2,1,802,434,806,620,632,320,5,A
