ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,20,A,2,1,2,398,584,655,288,555,534,2,X
2,57,B,2,2,1,525,273,419,605,631,291,5,X
3,69,A,2,2,2,521,400,579,275,501,569,6,X
4,93,B,2,2,2,581,267,535,440,592,299,9,X
5,111,A,2,2,1,635,485,595,282,534,454,3,X
6,131,B,2,2,1,722,281,592,493,613,290,3,X
7,151,A,2,2,1,815,429,668,283,660,523,7,X
8,174,B,2,1,2,777,325,746,464,684,286,6,X
9,202,A,2,2,2,813,517,710,326,690,473,9,X
10,234,B,1,2,1,682,285,690,520,694,300,5,X
11,246,A,2,1,2,727,261,700,290,709,543,6,B
