ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,B,2,1,2,602,367,649,508,576,330,1,X
2,29,A,2,2,2,691,446,609,368,656,507,6,X
3,47,B,2,2,2,556,288,660,478,639,353,8,X
4,78,A,2,2,1,445,524,584,290,657,528,5,X
5,93,B,2,1,2,475,354,612,546,574,292,6,X
6,121,A,2,2,2,469,433,506,358,559,520,6,X
7,145,B,2,1,2,524,292,494,470,606,352,8,X
8,174,A,2,2,1,486,500,577,293,552,496,4,X
9,188,B,2,1,1,544,356,574,521,582,304,6,X
10,212,A,2,2,2,522,446,556,348,615,530,6,X
11,239,B,2,1,2,746,295,560,468,596,349,8,X
12,274,A,1,2,1,405,578,659,303,691,539,5,A
