ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,B,2,2,2,763,383,625,566,726,398,2,X
2,78,A,2,2,1,815,585,763,377,678,592,5,X
3,99,B,2,2,2,627,433,763,600,708,388,6,X
4,126,A,2,1,2,843,645,601,429,647,582,8,X
5,163,B,2,2,1,821,435,793,652,637,417,7,X
6,183,A,2,1,2,854,536,762,438,727,637,6,X
7,206,B,2,2,2,791,397,797,557,699,425,8,X
8,232,A,1,2,1,853,576,739,397,728,580,5,X
9,246,B,2,2,2,781,468,741,595,740,403,6,X
10,276,A,2,1,2,837,507,761,459,752,573,6,X
11,304,B,2,2,2,781,395,806,512,738,453,8,X
12,347,A,1,2,1,875,649,736,397,699,572,3,X
13,397,B,2,2,1,735,403,835,653,664,414,3,X
14,420,A,1,2,1,521,569,680,407,779,640,5,X
15,436,B,2,1,2,521,448,670,600,666,401,6,X
16,462,A,2,2,2,828,616,546,448,553,584,9,X
17,489,B,2,2,1,781,418,765,620,606,431,4,X
18,506,A,2,1,1,842,538,696,422,747,612,6,X
19,532,B,2,2,1,523,396,812,557,718,423,8,X
20,563,A,2,2,1,467,583,577,394,667,579,4,X
21,577,B,2,1,1,551,390,565,586,582,399,8,X
22,613,A,2,2,1,525,515,588,391,577,596,7,X
23,635,B,2,1,2,609,418,550,531,603,401,4,X
24,646,A,1,2,2,587,524,570,410,572,535,4,X
25,659,B,1,2,1,522,404,595,540,575,407,9,X
26,669,A,2,2,2,414,376,617,409,610,532,6,B
